	Unnamed: 0	index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence_A	sentence_B	label1	label
265735	265735	265735	121666	121666e	fiction	( ` ( It ( ( is ( nice ( to ( see ( you all ) ) ) ) ) . ) ) )	( ( ( Seeing you ) ( all here ) ) ( ( is nice ) . ) )	(ROOT (S (`` `) (NP (PRP It)) (VP (VBZ is) (ADJP (JJ nice) (S (VP (TO to) (VP (VB see) (S (NP (PRP you)) (NP (DT all)))))))) (. .)))	(ROOT (S (S (VP (VBG Seeing) (NP (PRP you)) (ADVP (DT all) (RB here)))) (VP (VBZ is) (ADJP (JJ nice))) (. .)))	'It is nice to see you all.	Seeing you all here is nice.	entailment	entailment
93029	93029	93029	90194	90194e	telephone	( i ( ( enjoy ( ( a lot ) ( of movies ) ) ) ( ( now ( as far ) ) ( as ( ( let 's ) ( say ( ( heavy ( violence i ) ) ( ( ca n't ) handle ) ) ) ) ) ) ) )	( ( ( ( ( I ( like ( many films ) ) ) , ) but ) ( ( ( a lot ) ( of violence ) ) ( is ( something ( I dislike ) ) ) ) ) . )	(ROOT (S (NP (FW i)) (VP (VBP enjoy) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS movies)))) (ADVP (ADVP (RB now) (RB as) (RB far)) (SBAR (IN as) (S (NP (NNP let) (POS 's)) (VP (VBP say) (SBAR (S (NP (JJ heavy) (NN violence) (NNS i)) (VP (MD ca) (RB n't) (VP (VB handle))))))))))))	(ROOT (S (S (NP (PRP I)) (VP (VBP like) (NP (JJ many) (NNS films)))) (, ,) (CC but) (S (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN violence)))) (VP (VBZ is) (NP (NP (NN something)) (SBAR (S (NP (PRP I)) (VP (VBP dislike))))))) (. .)))	i enjoy a lot of movies now as far as let's say heavy violence i can't handle	I like many films, but a lot of violence is something I dislike.	entailment	entailment
305123	305123	305123	8716	8716e	government	( ( 16 ( ( Observed ( every ( two weeks ) ) ) ( over ( a ( one ( year period ) ) ) ) ) ) ( , ( data ( ( is ( collected ( from ( ( about 270,000 ) stops ) ) ) ) . ) ) ) )	( Data ( ( is ( collected ( from ( ( ( about 270,000 ) stops ) ( over ( a ( one-year period ) ) ) ) ) ) ) . ) )	(ROOT (S (S (NP (CD 16)) (VP (VBD Observed) (NP (DT every) (CD two) (NNS weeks)) (PP (IN over) (NP (DT a) (CD one) (NN year) (NN period))))) (, ,) (NP (NNS data)) (VP (VBZ is) (VP (VBN collected) (PP (IN from) (NP (QP (RB about) (CD 270,000)) (NNS stops))))) (. .)))	(ROOT (S (NP (NNP Data)) (VP (VBZ is) (VP (VBN collected) (PP (IN from) (NP (NP (QP (RB about) (CD 270,000)) (NNS stops)) (PP (IN over) (NP (DT a) (JJ one-year) (NN period))))))) (. .)))	16 Observed every two weeks over a one year period, data is collected from about 270,000 stops.	Data is collected from about 270,000 stops over a one-year period.	entailment	entailment
142273	142273	142273	76151	76151n	fiction	( What ( ( if ( there ( WAS ( ( some one ) ( concealed ( in ( the house ) ) ) ) ) ) ) ? ) )	( There ( ( were ( rumours ( of ( ( someone hiding ) ( in ( the house ) ) ) ) ) ) . ) )	(ROOT (FRAG (WHNP (WDT What)) (SBAR (IN if) (S (NP (EX there)) (VP (VBD WAS) (NP (NP (DT some) (NN one)) (VP (VBN concealed) (PP (IN in) (NP (DT the) (NN house)))))))) (. ?)))	(ROOT (S (NP (EX There)) (VP (VBD were) (NP (NP (NNS rumours)) (PP (IN of) (NP (NP (NN someone) (NN hiding)) (PP (IN in) (NP (DT the) (NN house))))))) (. .)))	What if there WAS some one concealed in the house? 	There were rumours of someone hiding in the house.	neutral	neutral
190107	190107	190107	35287	35287e	telephone	( ( oh ( yeah i ) ) ( ( do that ) too ) )	( I ( ( do ( the ( same thing ) ) ) . ) )	(ROOT (SINV (VBZ oh) (NP (NNP yeah) (NNP i)) (VP (VB do) (NP (DT that)) (ADVP (RB too)))))	(ROOT (S (NP (PRP I)) (VP (VBP do) (NP (DT the) (JJ same) (NN thing))) (. .)))	oh yeah i do that too	I do the same thing.	entailment	entailment
389740	389740	389740	81612	81612n	slate	( ( This ( political pressure ) ) ( ( ( forced ( the ( Clinton administration ) ) ) ( to ( ( propose ( a compromise ) ) ( last week ) ) ) ) . ) )	( It ( ( ( took ( a toll ) ) ( on him ) ) . ) )	(ROOT (S (NP (DT This) (JJ political) (NN pressure)) (VP (VBD forced) (NP (DT the) (NNP Clinton) (NN administration)) (S (VP (TO to) (VP (VB propose) (NP (DT a) (NN compromise)) (NP (JJ last) (NN week)))))) (. .)))	(ROOT (S (NP (PRP It)) (VP (VBD took) (NP (DT a) (NN toll)) (PP (IN on) (NP (PRP him)))) (. .)))	This political pressure forced the Clinton administration to propose a compromise last week.	It took a toll on him.	neutral	neutral
97886	97886	97886	40055	40055n	fiction	( ` ( Or ( perhaps ( I ( ( ( ( am simply ) ( being stubborn ) ) . ) ' ) ) ) ) )	( ( ( ( ( I ( was scared ) ) and ) so ) ( I ( was ( being stubborn ) ) ) ) . )	(ROOT (S (`` `) (CC Or) (ADVP (RB perhaps)) (NP (PRP I)) (VP (VBP am) (ADVP (RB simply)) (VP (VBG being) (ADJP (JJ stubborn)))) (. .) ('' ')))	(ROOT (S (S (NP (PRP I)) (VP (VBD was) (ADJP (VBN scared)))) (CC and) (RB so) (S (NP (PRP I)) (VP (VBD was) (VP (VBG being) (ADJP (JJ stubborn))))) (. .)))	'Or perhaps I am simply being stubborn.'	I was scared and so I was being stubborn.	neutral	neutral
434	434	434	130985	130985c	slate	( ( The ( Zapruder family ) ) ( ( is ( ( ( demanding ( ( $ 18 ) million ) ) , ) ( ( ( wanting ( no ( blood money ) ) ) but ) ( figuring ( it ( could ( fetch ( ( ( $ 70 ) million ) ( on ( the ( open market ) ) ) ) ) ) ) ) ) ) ) . ) )	( ( The ( Zapruder family ) ) ( ( wants ( nothing ( in return ) ) ) . ) )	(ROOT (S (NP (DT The) (NNP Zapruder) (NN family)) (VP (VBZ is) (VP (VBG demanding) (NP (QP ($ $) (CD 18) (CD million))) (, ,) (S (VP (VP (VBG wanting) (NP (DT no) (NN blood) (NN money))) (CC but) (VP (VBG figuring) (SBAR (S (NP (PRP it)) (VP (MD could) (VP (VB fetch) (NP (NP (QP ($ $) (CD 70) (CD million))) (PP (IN on) (NP (DT the) (JJ open) (NN market))))))))))))) (. .)))	(ROOT (S (NP (DT The) (NNP Zapruder) (NN family)) (VP (VBZ wants) (NP (NP (NN nothing)) (PP (IN in) (NP (NN return))))) (. .)))	The Zapruder family is demanding $18 million, wanting no blood money but figuring it could fetch $70 million on the open market.	The Zapruder family wants nothing in return.	contradiction	contradiction
282248	282248	282248	38660	38660n	government	( ( In ( addition ( to ( ( the jobs ) ( that ( ( are directly ) ( created ( by ( this activity ) ) ) ) ) ) ) ) ) ( , ( jobs ( ( will ( be ( ( created indirectly ) ( as ( ( ( a result ) ( of ( ( the ( economic activity ) ) ( that ( is ( stimulated ( by ( additional ( discretionary ( income workers ) ) ) ) ) ) ) ) ) ) ( will have ) ) ) ) ) ) . ) ) ) )	( ( More jobs ) ( ( will ( be ( ( created directly ) ( than indirectly ) ) ) ) . ) )	(ROOT (S (PP (IN In) (NP (NP (NN addition)) (PP (TO to) (NP (NP (DT the) (NNS jobs)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (ADVP (RB directly)) (VP (VBN created) (PP (IN by) (NP (DT this) (NN activity))))))))))) (, ,) (NP (NNS jobs)) (VP (MD will) (VP (VB be) (VP (VBN created) (ADVP (RB indirectly)) (SBAR (IN as) (S (NP (NP (DT a) (NN result)) (PP (IN of) (NP (NP (DT the) (JJ economic) (NN activity)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (VP (VBN stimulated) (PP (IN by) (NP (JJ additional) (JJ discretionary) (NN income) (NNS workers)))))))))) (VP (MD will) (VP (VB have)))))))) (. .)))	(ROOT (S (NP (JJR More) (NNS jobs)) (VP (MD will) (VP (VB be) (VP (VBN created) (ADVP (RB directly)) (PP (IN than) (ADVP (RB indirectly)))))) (. .)))	In addition to the jobs that are directly created by this activity, jobs will be created indirectly as a result of the economic activity that is stimulated by additional discretionary income workers will have.	More jobs will be created directly than indirectly.	neutral	neutral
165364	165364	165364	122264	122264e	slate	( Surely ( ( home buyers ) ( ( are ( well ( aware ( that ( they ( 're ( sacrificing mobility ) ) ) ) ) ) ) . ) ) )	( ( home buyers ) ( ( make sacrifices ) . ) )	(ROOT (S (ADVP (RB Surely)) (NP (NN home) (NNS buyers)) (VP (VBP are) (ADJP (RB well) (JJ aware) (SBAR (IN that) (S (NP (PRP they)) (VP (VBP 're) (VP (VBG sacrificing) (ADVP (RB mobility)))))))) (. .)))	(ROOT (S (NP (NN home) (NNS buyers)) (VP (VBP make) (NP (NNS sacrifices))) (. .)))	Surely home buyers are well aware that they're sacrificing mobility.	home buyers make sacrifices.	entailment	entailment
